[2025-10-25 13:00:35] feed since=2025-10-25 12:50:35 by=admin delivered=4 items
[2025-10-30 16:34:19] feed since=2025-10-30 16:24:19 by=staff delivered=1 items
[2025-10-30 16:34:20] feed since=2025-10-30 16:24:20 by=staff delivered=1 items
[2025-10-30 16:34:20] feed since=2025-10-30 16:24:20 by=staff delivered=1 items
[2025-10-30 16:34:20] feed since=2025-10-30 16:24:20 by=staff delivered=1 items
[2025-10-30 16:34:20] feed since=2025-10-30 16:24:20 by=staff delivered=1 items
[2025-10-30 16:34:20] feed since=2025-10-30 16:24:20 by=staff delivered=1 items
[2025-10-30 16:34:21] feed since=2025-10-30 16:24:21 by=staff delivered=1 items
[2025-10-30 16:34:21] feed since=2025-10-30 16:24:21 by=staff delivered=1 items
[2025-10-30 16:34:21] feed since=2025-10-30 16:24:21 by=staff delivered=1 items
[2025-10-30 16:34:21] feed since=2025-10-30 16:24:21 by=staff delivered=1 items
[2025-10-30 16:34:21] feed since=2025-10-30 16:24:21 by=staff delivered=1 items
[2025-10-30 16:34:22] feed since=2025-10-30 16:24:22 by=staff delivered=1 items
[2025-10-30 16:34:22] feed since=2025-10-30 16:24:22 by=staff delivered=1 items
[2025-10-30 16:34:22] feed since=2025-10-30 16:24:22 by=staff delivered=1 items
[2025-10-30 16:34:22] feed since=2025-10-30 16:24:22 by=staff delivered=1 items
[2025-10-30 16:34:22] feed since=2025-10-30 16:24:22 by=staff delivered=1 items
[2025-10-30 16:34:22] feed since=2025-10-30 16:24:22 by=staff delivered=1 items
[2025-10-30 16:34:22] feed since=2025-10-30 16:24:22 by=staff delivered=1 items
[2025-10-30 16:34:22] feed since=2025-10-30 16:24:22 by=staff delivered=1 items
[2025-10-30 16:34:23] feed since=2025-10-30 16:24:23 by=staff delivered=1 items
[2025-10-30 16:34:23] feed since=2025-10-30 16:24:23 by=staff delivered=1 items
[2025-10-30 16:34:23] feed since=2025-10-30 16:24:23 by=staff delivered=1 items
[2025-10-30 16:34:23] feed since=2025-10-30 16:24:23 by=staff delivered=1 items
[2025-10-30 16:34:23] feed since=2025-10-30 16:24:23 by=staff delivered=1 items
[2025-10-30 16:34:23] feed since=2025-10-30 16:24:23 by=staff delivered=1 items
[2025-10-30 16:34:24] feed since=2025-10-30 16:24:24 by=staff delivered=1 items
[2025-10-30 16:34:24] feed since=2025-10-30 16:24:24 by=staff delivered=1 items
[2025-10-30 16:34:24] feed since=2025-10-30 16:24:24 by=staff delivered=1 items
[2025-10-30 16:34:24] feed since=2025-10-30 16:24:24 by=staff delivered=1 items
[2025-10-30 16:34:24] feed since=2025-10-30 16:24:24 by=staff delivered=1 items
[2025-10-30 16:34:24] feed since=2025-10-30 16:24:24 by=staff delivered=1 items
[2025-10-30 16:34:25] feed since=2025-10-30 16:24:25 by=staff delivered=1 items
[2025-10-30 16:34:25] feed since=2025-10-30 16:24:25 by=staff delivered=1 items
[2025-10-30 16:34:25] feed since=2025-10-30 16:24:25 by=staff delivered=1 items
[2025-10-30 16:34:25] feed since=2025-10-30 16:24:25 by=staff delivered=1 items
[2025-10-30 16:34:25] feed since=2025-10-30 16:24:25 by=staff delivered=1 items
[2025-10-30 16:34:26] feed since=2025-10-30 16:24:26 by=staff delivered=1 items
[2025-10-30 16:34:26] feed since=2025-10-30 16:24:26 by=staff delivered=1 items
[2025-10-30 16:34:26] feed since=2025-10-30 16:24:26 by=staff delivered=1 items
[2025-10-30 16:34:26] feed since=2025-10-30 16:24:26 by=staff delivered=1 items
[2025-10-30 16:34:26] feed since=2025-10-30 16:24:26 by=staff delivered=1 items
[2025-10-30 16:34:26] feed since=2025-10-30 16:24:26 by=staff delivered=1 items
[2025-10-30 16:34:27] feed since=2025-10-30 16:24:27 by=staff delivered=1 items
[2025-10-30 16:34:27] feed since=2025-10-30 16:24:27 by=staff delivered=1 items
[2025-10-30 16:34:27] feed since=2025-10-30 16:24:27 by=staff delivered=1 items
[2025-10-30 16:34:27] feed since=2025-10-30 16:24:27 by=staff delivered=1 items
[2025-10-30 16:34:27] feed since=2025-10-30 16:24:27 by=staff delivered=1 items
[2025-10-30 16:34:27] feed since=2025-10-30 16:24:27 by=staff delivered=1 items
[2025-10-30 16:34:27] feed since=2025-10-30 16:24:27 by=staff delivered=1 items
[2025-10-30 16:34:28] feed since=2025-10-30 16:24:28 by=staff delivered=1 items
[2025-10-30 16:34:28] feed since=2025-10-30 16:24:28 by=staff delivered=1 items
[2025-10-30 16:34:28] feed since=2025-10-30 16:24:28 by=staff delivered=1 items
[2025-10-30 16:34:28] feed since=2025-10-30 16:24:28 by=staff delivered=1 items
[2025-10-30 16:34:28] feed since=2025-10-30 16:24:28 by=staff delivered=1 items
[2025-10-30 16:34:29] feed since=2025-10-30 16:24:29 by=staff delivered=1 items
[2025-10-30 16:34:29] feed since=2025-10-30 16:24:29 by=staff delivered=1 items
[2025-10-30 16:34:29] feed since=2025-10-30 16:24:29 by=staff delivered=1 items
[2025-10-30 16:34:29] feed since=2025-10-30 16:24:29 by=staff delivered=1 items
[2025-10-30 16:34:30] feed since=2025-10-30 16:24:30 by=staff delivered=1 items
[2025-10-30 16:34:30] feed since=2025-10-30 16:24:30 by=staff delivered=1 items
[2025-10-30 16:34:30] feed since=2025-10-30 16:24:30 by=staff delivered=1 items
[2025-10-30 16:34:30] feed since=2025-10-30 16:24:30 by=staff delivered=1 items
[2025-10-30 16:34:31] feed since=2025-10-30 16:24:31 by=staff delivered=1 items
[2025-10-30 16:34:31] feed since=2025-10-30 16:24:31 by=staff delivered=1 items
[2025-10-30 16:34:31] feed since=2025-10-30 16:24:31 by=staff delivered=1 items
[2025-10-30 16:34:31] feed since=2025-10-30 16:24:31 by=staff delivered=1 items
[2025-10-30 16:34:31] feed since=2025-10-30 16:24:31 by=staff delivered=1 items
[2025-10-30 16:34:32] feed since=2025-10-30 16:24:32 by=staff delivered=1 items
[2025-10-30 16:34:32] feed since=2025-10-30 16:24:32 by=staff delivered=1 items
[2025-10-30 16:34:32] feed since=2025-10-30 16:24:32 by=staff delivered=1 items
[2025-10-30 16:34:32] feed since=2025-10-30 16:24:32 by=staff delivered=1 items
[2025-10-30 16:34:33] feed since=2025-10-30 16:24:33 by=staff delivered=1 items
[2025-10-30 16:34:33] feed since=2025-10-30 16:24:33 by=staff delivered=1 items
[2025-10-30 16:34:33] feed since=2025-10-30 16:24:33 by=staff delivered=1 items
[2025-10-30 16:34:33] feed since=2025-10-30 16:24:33 by=staff delivered=1 items
[2025-10-30 16:34:33] feed since=2025-10-30 16:24:33 by=staff delivered=1 items
[2025-10-30 16:34:34] feed since=2025-10-30 16:24:34 by=staff delivered=1 items
[2025-10-30 16:34:34] feed since=2025-10-30 16:24:34 by=staff delivered=1 items
[2025-10-30 16:34:34] feed since=2025-10-30 16:24:34 by=staff delivered=1 items
[2025-10-30 16:34:34] feed since=2025-10-30 16:24:34 by=staff delivered=1 items
[2025-10-30 16:34:34] feed since=2025-10-30 16:24:34 by=staff delivered=1 items
[2025-10-30 16:34:35] feed since=2025-10-30 16:24:35 by=staff delivered=1 items
[2025-10-30 16:34:35] feed since=2025-10-30 16:24:35 by=staff delivered=1 items
[2025-10-30 16:34:35] feed since=2025-10-30 16:24:35 by=staff delivered=1 items
[2025-10-30 16:34:35] feed since=2025-10-30 16:24:35 by=staff delivered=1 items
[2025-10-30 16:34:36] feed since=2025-10-30 16:24:36 by=staff delivered=1 items
[2025-10-30 16:34:36] feed since=2025-10-30 16:24:36 by=staff delivered=1 items
[2025-10-30 16:34:36] feed since=2025-10-30 16:24:36 by=staff delivered=1 items
[2025-10-30 16:34:36] feed since=2025-10-30 16:24:36 by=staff delivered=1 items
[2025-10-30 16:34:36] feed since=2025-10-30 16:24:36 by=staff delivered=1 items
[2025-10-30 16:34:37] feed since=2025-10-30 16:24:37 by=staff delivered=1 items
[2025-10-30 16:34:37] feed since=2025-10-30 16:24:37 by=staff delivered=1 items
[2025-10-30 16:34:37] feed since=2025-10-30 16:24:37 by=staff delivered=1 items
[2025-10-30 16:34:37] feed since=2025-10-30 16:24:37 by=staff delivered=1 items
[2025-10-30 16:34:38] feed since=2025-10-30 16:24:38 by=staff delivered=1 items
[2025-10-30 16:34:38] feed since=2025-10-30 16:24:38 by=staff delivered=1 items
[2025-10-30 16:34:38] feed since=2025-10-30 16:24:38 by=staff delivered=1 items
[2025-10-30 16:34:38] feed since=2025-10-30 16:24:38 by=staff delivered=1 items
[2025-10-30 16:34:39] feed since=2025-10-30 16:24:39 by=staff delivered=1 items
[2025-10-30 16:34:39] feed since=2025-10-30 16:24:39 by=staff delivered=1 items
[2025-10-30 16:34:39] feed since=2025-10-30 16:24:39 by=staff delivered=1 items
[2025-10-30 16:34:39] feed since=2025-10-30 16:24:39 by=staff delivered=1 items
[2025-10-30 16:34:40] feed since=2025-10-30 16:24:40 by=staff delivered=1 items
[2025-11-01 11:03:16] feed since=2025-11-01 10:53:16 by=admin delivered=1 items
[2025-11-02 04:37:51] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:38:06] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:38:21] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:38:36] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:38:51] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:39:06] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:39:21] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:39:36] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:39:51] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:40:06] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:40:21] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:40:36] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:40:51] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:41:06] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:41:21] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:41:36] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:41:51] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:42:06] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:42:21] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:42:36] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:42:51] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:43:06] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:43:21] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:43:36] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:43:51] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:44:06] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:44:21] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:44:36] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:44:51] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:45:06] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:45:21] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:45:36] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:45:51] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:46:06] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:46:21] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:46:36] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:46:51] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:47:06] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:47:21] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:47:36] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:47:51] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:48:06] feed since=2025-11-02 04:27:51 by=admin delivered=0 items
[2025-11-02 04:48:21] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:48:36] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:48:51] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:49:06] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:49:21] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:49:36] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:49:51] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:50:06] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:50:21] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:50:36] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:50:51] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:51:06] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:51:21] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:51:36] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:51:51] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:52:06] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:52:21] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:52:36] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:52:51] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:53:06] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:53:21] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:53:36] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:53:51] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:54:06] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:54:21] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:54:36] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:54:51] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:55:06] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:55:21] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:55:36] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:55:51] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:56:06] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:56:21] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:56:36] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:56:51] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:57:06] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:57:21] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:57:36] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:57:51] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:58:06] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 04:58:21] SUCCESS feed since=2025-11-02 04:27:51 by=admin(id:1) delivered=0 items
[2025-11-02 12:43:38] update_variation_prices_stock inventory_id=78 unit_type=per piece updates={"prices":{"Kilo:1k|Size:1mm":15,"Kilo:1k|Size:4mm":30},"stocks":{"Kilo:1k|Size:1mm":30,"Kilo:1k|Size:4mm":30}} by=admin
[2025-11-02 13:30:55] update_variation_prices_stock inventory_id=75 unit_type=per piece updates={"prices":{"Kilo:1k":5,"Kilo:2k":10,"Kilo:3k":20,"Kilo:4k":15,"Size:1mm":5,"Size:2mm":10,"Size:3mm":15,"Size:4mm":20},"stocks":{"Kilo:1k":30,"Kilo:2k":20,"Kilo:3k":10,"Kilo:4k":40,"Size:1mm":30,"Size:2mm":10,"Size:3mm":10,"Size:4mm":25}} by=admin
[2025-11-02 16:32:20] feed since=2025-11-02 16:22:20 by=admin delivered=2 items
[2025-11-02 16:32:36] feed since=2025-11-02 16:22:20 by=admin delivered=2 items
[2025-11-02 16:32:51] feed since=2025-11-02 16:22:20 by=admin delivered=2 items
[2025-11-02 16:33:05] feed since=2025-11-02 16:22:20 by=admin delivered=2 items
